Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,1.0,1.0,1.0,1.0,1.0
Validation,0.9803829985987856,0.9858088930936613,0.9747427502338635,0.980244590780809,0.9935792273431718
Test,0.9831854273703877,0.9849765258215962,0.9812909260991581,0.9831302717900656,0.9953785795065831
