Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.751126238862749,0.6674247491638796,1.0,0.8005455712451861,0.8629187011425136
Validation,0.746380196170014,0.663760896637609,0.9971936389148737,0.7970093457943925,0.8598128394510143
Test,0.7575899112564223,0.6731738035264484,1.0,0.8046669175762139,0.8677554696117169
