Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.7513264591050155,0.6676033721397029,1.0,0.8006740491092923,0.8689509520946082
Validation,0.746380196170014,0.6635572139303483,0.9981290926099158,0.7971610011206575,0.8660896290297809
Test,0.7561886968706212,0.672120830711139,0.9990645463049579,0.8036117381489842,0.8693850962679587
