Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9950946040644709,0.9910536779324056,0.9991982361194628,0.9951092923445454,0.9999290839847665
Validation,0.9037832788416628,0.8876909254267745,0.9242282507015903,0.9055912007332723,0.9653397826117309
Test,0.8907052779075199,0.8778280542986425,0.9073900841908326,0.8923643054277829,0.9598954770115745
