Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.751126238862749,0.6674695570721263,0.9997995590298657,0.8005135612261274,0.8685525155341751
Validation,0.73190098085007,0.652120467117394,0.9925163704396632,0.7870919881305638,0.850447831004007
Test,0.7431106959364783,0.6616822429906543,0.9934518241347053,0.7943156320119672,0.8541351067394551
