Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9508459305235759,0.9129636430407638,0.996592503507717,0.9529468136080499,0.9949272198837442
Validation,0.952358710882765,0.9143101970865467,0.9981290926099158,0.9543828264758497,0.9943419013445403
Test,0.9472209248014947,0.9071550255536627,0.9962581852198317,0.9496210432456532,0.9947057858509138
