Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.7987786565221744,0.8600435097897027,0.7131689717378232,0.779750164365549,0.8792322709961916
Validation,0.7902849135917795,0.8490990990990991,0.7053320860617399,0.7705671946857435,0.8704318096142302
Test,0.7888836992059786,0.8574739281575898,0.6922357343311506,0.7660455486542443,0.8656044496879494
