Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9411352487736511,0.9860834990059643,0.8947684906794949,0.9382093316519546,0.9901550410903989
Validation,0.9336758524054181,0.9803108808290155,0.8849391955098223,0.9301868239921337,0.9887518674168913
Test,0.9402148528724895,0.9885773624091381,0.8905519176800748,0.9370078740157479,0.990392401882077
