Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9951947141856041,0.9910554561717353,0.9993986770895971,0.9952095808383233,0.9999328322309081
Validation,0.9009808500700607,0.8927589367552704,0.9111318989710009,0.9018518518518519,0.9641879179872388
Test,0.8981784212984587,0.8972922502334267,0.8989710009354537,0.8981308411214953,0.9588963217122992
