Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,1.0,1.0,1.0,1.0,1.0
Validation,0.9915927136851939,0.9943555973659455,0.9887745556594949,0.9915572232645403,0.9991417735922818
Test,0.9915927136851939,0.9906629318394025,0.9925163704396632,0.9915887850467291,0.9989170727280342
