Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9040945039543498,0.939011108690917,0.8641010222489477,0.9,0.9710270595309681
Validation,0.8893040635217189,0.9185110663983903,0.8540692235734331,0.8851187590887057,0.9632773340965891
Test,0.880429705744979,0.9152196118488254,0.8381665107577175,0.875,0.9578020503190315
