Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.8458304134548003,0.8594955180321034,0.8264181198637002,0.8426323319027182,0.9318651633593906
Validation,0.8397944885567492,0.8572834645669292,0.8147801683816651,0.8354916067146283,0.9138675774541698
Test,0.844465203176086,0.8504761904761905,0.8353601496725912,0.8428504011326097,0.9194318689527108
