Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,1.0,1.0,1.0,1.0,0.9999999999999999
Validation,0.9822512844465203,0.9795348837209302,0.9850327408793265,0.9822761194029851,0.998524827918406
Test,0.9771134983652499,0.9722222222222222,0.9822263797942001,0.9771986970684039,0.9976530758275973
