Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9490439483431775,0.9490777866880513,0.9488875526157546,0.9489826601182719,0.9922690519142113
Validation,0.8893040635217189,0.8909774436090225,0.8868101028999065,0.8888888888888888,0.9543438385714087
Test,0.8748248482017749,0.8732525629077353,0.8765201122544434,0.8748832866479925,0.9479832770199517
