Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9985984583041345,0.9975995199039808,0.9995991180597315,0.9985983179815779,0.9999926638604931
Validation,0.9808500700607193,0.9794776119402985,0.9822263797942001,0.9808500700607193,0.9989004928584393
Test,0.9845866417561887,0.9805194805194806,0.9887745556594949,0.9846297158826269,0.998405714644737
