Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9189108018820703,0.8639609824072462,0.9941872118661055,0.924510717614166,0.9725659250350772
Validation,0.6674451191032228,0.6272273699215966,0.823199251637044,0.7119741100323624,0.6818187767895788
Test,0.6604390471742176,0.6161684782608695,0.8484565014031805,0.7138921684376229,0.6631267190706897
