Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.7510261287416158,0.6673354735152488,1.0,0.8004813477737666,0.7513498496692724
Validation,0.7473143390938813,0.6639751552795031,1.0,0.7980589772303098,0.748134328358209
Test,0.7571228397944886,0.6727501573316551,1.0,0.8043641835966893,0.7574626865671641
