Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,1.0,1.0,1.0,1.0,1.0
Validation,0.946753853339561,0.9551954242135366,0.9373246024321796,0.9461756373937676,0.9758858886112003
Test,0.9528257823446987,0.9540337711069419,0.9513564078578111,0.9526932084309134,0.9842434518241349
