Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.7037741515667234,0.6977786438035853,0.717779114050912,0.7076375852188519,0.7992137302064541
Validation,0.710415693601121,0.7061524334251607,0.7193638914873713,0.7126969416126043,0.8047563282744369
Test,0.7136851938346567,0.7087912087912088,0.7240411599625819,0.7163350300786674,0.7945732341566256
