Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.90379417359095,0.9252533783783784,0.8783323311284826,0.9011825192802057,0.9777380637402285
Validation,0.7080803362914526,0.722,0.6753975678203928,0.6979217013049783,0.7782237374865615
Test,0.6978047641289117,0.7157464212678937,0.6548175865294668,0.6839276990718124,0.7619183083646315
