Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9870857943738112,0.9953118630248675,0.9787532571657647,0.9869631126831734,0.9995573261174584
Validation,0.7963568425969173,0.8239508700102354,0.7530402245088869,0.7869012707722385,0.8781863891487371
Test,0.79542269967305,0.8170854271356784,0.7605238540692236,0.7877906976744187,0.8611278848973094
