Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.898087896686355,0.8976567194071701,0.8983764281419122,0.8980164295732318,0.9654500901984365
Validation,0.8734236338159739,0.88,0.8643592142188962,0.8721094856064181,0.9423679369755525
Test,0.8780943484353106,0.8782771535580525,0.8774555659494855,0.877866167524567,0.9369746799212543
