Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9998998898788668,1.0,0.9997995590298657,0.9998997694697804,0.9999999198236119
Validation,0.7309668379262028,0.7052456286427977,0.7923292797006548,0.7462555066079294,0.7873396115772866
Test,0.7314339093881363,0.7044701986754967,0.7960710944808232,0.7474747474747475,0.7822378111779735
