Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9509460406447092,0.9132831159287158,0.9963920625375827,0.9530291411042945,0.994946221687713
Validation,0.952358710882765,0.9143101970865467,0.9981290926099158,0.9543828264758497,0.9943419013445403
Test,0.9472209248014947,0.9071550255536627,0.9962581852198317,0.9496210432456532,0.994642956871396
