Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9966963660026029,0.9934289127837514,1.0,0.9967036260113875,0.9999629585087191
Validation,0.6618402615600186,0.9805013927576601,0.3292797006548176,0.49299719887955185,0.7355423537131927
Test,0.6739841195702942,0.9868766404199475,0.3517305893358279,0.5186206896551724,0.7558937073286515
