Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9404344779257183,0.9860619469026549,0.8933654038885548,0.9374277000736145,0.9899175987171778
Validation,0.9341429238673518,0.9823284823284824,0.8840037418147801,0.930576070901034,0.9884787358809323
Test,0.9420831387202242,0.9876160990712074,0.8952291861552854,0.9391560353287537,0.9904683202323276
