Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.999599559515467,0.9993989180524945,0.9997995590298657,0.9995991983967936,0.9999995991180597
Validation,0.9799159271368519,0.9767657992565055,0.9831618334892422,0.9799533799533799,0.9987552008433045
Test,0.9836524988323213,0.9787037037037037,0.9887745556594949,0.9837133550488599,0.9991422099046395
