Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9947942737010712,0.989684586391589,1.0,0.9948155533399801,0.9997355381840048
Validation,0.8566090611863615,0.8476277372262774,0.8690364826941066,0.8581986143187067,0.9242697003755778
Test,0.8528724894908921,0.8427272727272728,0.8671655753040225,0.8547717842323651,0.9290368491964871
