Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.8486334968465312,0.8648478488982162,0.8260172379234315,0.844986672134509,0.9328903387452394
Validation,0.8355908453993461,0.8560079443892751,0.8063610851262862,0.8304431599229287,0.9037490575653073
Test,0.8355908453993461,0.8398104265402844,0.8288119738072965,0.8342749529190208,0.9062011330159307
