Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.954950445490039,0.923335198656967,0.9921828021647625,0.9565217391304349,0.9954795750651434
Validation,0.9532928538066324,0.9202081526452732,0.9925163704396632,0.9549954995499549,0.994217552322578
Test,0.9546940681924334,0.922608695652174,0.9925163704396632,0.9562866155926094,0.9953733437582899
