Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9901892081289418,0.9985728848114169,0.9817598717177791,0.990095007074995,0.9996790539186209
Validation,0.8374591312470808,0.8341056533827618,0.8419083255378859,0.8379888268156425,0.9190077733409658
Test,0.8519383465670247,0.8594646271510517,0.8409728718428437,0.8501182033096926,0.918517794563199
