Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9863850235258784,0.9949010809708342,0.9777510523150932,0.9862515163768703,0.9994367809180196
Validation,0.7487155534796824,0.7376902417188899,0.7708138447146866,0.7538883806038427,0.8176074724599639
Test,0.7379729098552078,0.7351851851851852,0.7427502338634238,0.7389483480688692,0.799043690574257
