Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9509460406447092,0.9131313131313131,0.996592503507717,0.9530381445275061,0.9949283223090799
Validation,0.952358710882765,0.9143101970865467,0.9981290926099158,0.9543828264758497,0.9945177352247183
Test,0.9472209248014947,0.9071550255536627,0.9962581852198317,0.9496210432456532,0.9948057013808413
