Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9410351386525178,0.9910714285714286,0.8899579073962718,0.9377970218608089,0.9918145119262377
Validation,0.9374124241008874,0.9895287958115183,0.8840037418147801,0.9337944664031619,0.9920442804685645
Test,0.9434843531060252,0.991701244813278,0.8942937324602432,0.9404820462370881,0.9926258848414615
