package_id,archive,archive_type,setup_py_count,ast_parsed_setup_count,regex_parsed_setup_count,setup_without_detected_imports,unique_import_count,total_import_occurrences,standard_unique_imports,third_party_or_other_unique_imports,status
python-paypal-api-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-paypal-api-0.1.2.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
python-randomword-1.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-randomword-1.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python-roblox-api-wrapper-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-roblox-api-wrapper-0.0.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python-rs-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-rs-0.1.0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
python-slugify-8.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-slugify-8.0.4.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
python-sqlite-cache-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-sqlite-cache-0.0.2.tar.gz,tar,1,1,0,0,3,3,1,2,imports detected
python-stingray-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-stingray-0.1.1.tar.gz,tar,1,1,0,0,4,4,2,2,imports detected
python-streamtools-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-streamtools-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python-supporter-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-supporter-0.0.9.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
python-svlog-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-svlog-0.1.0.tar.gz,tar,1,1,0,0,4,5,3,1,imports detected
python-tables-1.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-tables-1.1.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python-telegram-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-telegram-0.9.0.tar.gz,tar,1,1,0,0,3,3,3,0,imports detected
python-telegram-payment-bot-11.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-telegram-payment-bot-11.1.2.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
python-timetools-1.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-timetools-1.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python-tool-library-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-tool-library-0.0.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python-ultramemcached-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-ultramemcached-0.0.4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python-utils-3.8.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-utils-3.8.2.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
python-wrapper-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-wrapper-0.1.0.tar.gz,tar,1,1,0,0,5,5,3,2,imports detected
python-xlib-0.33,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-xlib-0.33.tar.gz,tar,1,1,0,0,2,2,0,2,imports detected
python2C-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python2C-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python3-fanart-2.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3-fanart-2.0.0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
python3-utils-0.4.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3-utils-0.4.0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
python3-xid-1.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3-xid-1.0.5.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
python3_capsolver-0.9.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3_capsolver-0.9.3.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python_1inch-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_1inch-0.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python_advanced-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_advanced-0.1.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python_cyber-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_cyber-0.0.5.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python_ftp_server-1.3.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_ftp_server-1.3.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python_lib-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_lib-0.1.0.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
python_mask-0.0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_mask-0.0.1.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python_multipart-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_multipart-0.0.9.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python_myq-3.1.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_myq-3.1.9.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python_openv-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_openv-0.1.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
python_runtime-24.3.27,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_runtime-24.3.27.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python_splitter-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_splitter-0.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
python_ufile-1.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_ufile-1.0.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythonav-0.1.0a1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonav-0.1.0a1.tar.gz,tar,1,1,0,0,10,11,8,2,imports detected
pythoncn-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythoncn-0.1.0.tar.gz,tar,1,1,0,0,2,3,1,1,imports detected
pythoncoin-2.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythoncoin-2.0.3.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
PythonColorize-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonColorize-0.2.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
PythonColouring-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonColouring-0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythoncolouringsmodsV2-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythoncolouringsmodsV2-1.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
PythonCrypto-1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonCrypto-1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythongram-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythongram-0.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythonproject-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonproject-1.0.0.tar.gz,tar,1,1,0,0,2,2,2,0,imports detected
pythons-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythons-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythonscriptoperations-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonscriptoperations-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythonsite-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonsite-0.0.3.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pythontemplatepackage-0.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythontemplatepackage-0.0.6.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
PythonTsa-1.4.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonTsa-1.4.8.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pythools-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythools-0.2.tar.gz,tar,1,1,0,0,6,6,5,1,imports detected
pythorm-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythorm-0.0.1.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pythttp-0.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythttp-0.2.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
PythU-0.1.dev0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythU-0.1.dev0.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
pythub-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythub-0.1.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
PyTic-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PyTic-0.0.4.tar.gz,tar,1,1,0,0,2,3,1,1,imports detected
pytidylib-0.3.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytidylib-0.3.2.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
pytigon-0.240722,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytigon-0.240722.tar.gz,tar,2,2,0,0,2,4,1,1,imports detected
pytiles-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytiles-0.0.3.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytilesrv-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytilesrv-0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytime-logger-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytime-logger-0.0.4.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pytio-0.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytio-0.3.1.tar.gz,tar,1,1,0,0,2,2,0,2,imports detected
pytion-1.3.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytion-1.3.5.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytire-0.4.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytire-0.4.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytitler-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytitler-1.0.2.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
pytl-0.2.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytl-0.2.4.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytn-1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytn-1.2.tar.gz,tar,1,1,0,0,3,3,0,3,imports detected
pytoc-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoc-0.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytohm-0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytohm-0.6.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytoil-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoil-0.9.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytojs-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytojs-0.1.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytoloka-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoloka-0.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytonlib-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytonlib-0.0.9.tar.gz,tar,1,1,0,0,2,3,1,1,imports detected
pytoolbelt_cli-0.6.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoolbelt_cli-0.6.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytoolkitpro-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoolkitpro-0.0.3.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
pytools-command-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytools-command-0.9.0.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
pytoon-1.4.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoon-1.4.2.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytor-0.1.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytor-0.1.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytorch-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch-1.0.2.tar.gz,tar,1,1,0,0,3,3,3,0,imports detected
pytorch-land-0.1.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch-land-0.1.6.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytorch-perf-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch-perf-0.0.3.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
pytorch_pyramid-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch_pyramid-1.0.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pytorchbp-0.0.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorchbp-0.0.8.tar.gz,tar,1,1,0,0,2,3,1,1,imports detected
pytorchcv-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorchcv-0.0.9.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
pytorchlab-0.0.1.dev0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorchlab-0.0.1.dev0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pytorm-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorm-0.1.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytorus-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorus-0.0.3.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
PyToxme-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PyToxme-0.0.2.tar.gz,tar,1,1,0,0,4,7,3,1,imports detected
pytprot-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytprot-1.0.1.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytrace-0.2.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrace-0.2.4.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytracertool-2.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytracertool-2.0.4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytrademonster-0.11,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrademonster-0.11.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytrait-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrait-0.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytranscode-0.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytranscode-0.0.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytransposer-1.3.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytransposer-1.3.2.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pytro-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytro-0.1.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytron-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytron-0.3.tar.gz,tar,1,1,0,0,4,4,1,3,imports detected
pytrovich-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrovich-0.0.4.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytsp-0.2.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytsp-0.2.7.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyttrading-1.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyttrading-1.0.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyttsx3-2.91,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyttsx3-2.91.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pyttt-0.5.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyttt-0.5.4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytu-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytu-0.1.5.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytun-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytun-1.0.1.tar.gz,tar,1,1,0,0,4,4,2,2,imports detected
pytunneling-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytunneling-0.0.2.tar.gz,tar,1,1,0,0,2,2,0,2,imports detected
pyturn-0.2.4.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyturn-0.2.4.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytuyapi-ipc-1.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytuyapi-ipc-1.0.4.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pytwoch-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytwoch-0.0.5.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytyler-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytyler-0.3.zip,zip,1,1,0,0,1,1,0,1,imports detected
pytyper-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytyper-0.1.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytyping-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytyping-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pytypo-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytypo-0.3.0.tar.gz,tar,1,1,0,0,4,4,3,1,imports detected
pytz-2024.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytz-2024.2.tar.gz,tar,1,1,0,0,4,5,2,2,imports detected
pytzdata-2020.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytzdata-2020.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyu-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyu-0.0.1.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pyudorandom-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyudorandom-1.0.0.tar.gz,tar,1,1,0,0,3,3,1,2,imports detected
pyultrasonic-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyultrasonic-0.1.2.tar.gz,tar,1,1,0,0,3,3,1,2,imports detected
pyuninstaller-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyuninstaller-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyuno-game-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyuno-game-0.0.4.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pyUntis-0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyUntis-0.4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyupdater_http-0.7.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyupdater_http-0.7.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyurlon-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyurlon-0.1.0.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pyutilib.virtualenv-4.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyutilib.virtualenv-4.7.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
pyutilitytool-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyutilitytool-0.0.1.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyutiltools-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyutiltools-0.0.3.tar.gz,tar,1,1,0,0,1,2,0,1,imports detected
pyutrack-0.7.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyutrack-0.7.1.tar.gz,tar,1,1,0,0,3,3,1,2,imports detected
pyuvm-3.0.0.dev0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyuvm-3.0.0.dev0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvagrant-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvagrant-0.2.tar.gz,tar,1,1,0,0,5,5,4,1,imports detected
pyvagrantfile-0.5.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvagrantfile-0.5.9.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pyvalidata-0.1.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvalidata-0.1.4.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvcontrold-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvcontrold-0.0.9.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvcontrold-net-2.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvcontrold-net-2.0.0.tar.gz,tar,1,1,0,0,2,2,1,1,imports detected
pyvgram-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvgram-0.1.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvidia-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvidia-1.0.1.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
pyvieslib-0.8.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvieslib-0.8.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvint-1.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvint-1.1.2.tar.gz,tar,0,0,0,0,0,0,0,0,no setup.py found
pyVinted-0.4.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyVinted-0.4.9.tar.gz,tar,1,1,0,0,1,2,0,1,imports detected
pyvirtualname-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvirtualname-0.1.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvirtualserial-1.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvirtualserial-1.1.0.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvisauto-1.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvisauto-1.0.3.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvisgraph-0.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvisgraph-0.2.1.tar.gz,tar,1,1,0,0,1,1,1,0,imports detected
pyVivintSky-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyVivintSky-0.0.2.tar.gz,tar,1,1,0,0,1,1,0,1,imports detected
pyvklogin-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyvklogin-0.1.3.tar.gz,tar,1,1,0,0,3,3,2,1,imports detected
