package_id,archive,archive_type,setup_member,setup_size_bytes,parser,unique_import_count,total_import_occurrences,imports
instapush-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\instapush-0.1.2.tar.gz,tar,instapush-0.1.2/setup.py,894,ast,2,2,os; setuptools
instapy-0.6.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\instapy-0.6.9.tar.gz,tar,instapy-0.6.9/setup.py,3428,ast,4,4,io; os; re; setuptools
intc-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intc-0.1.0.tar.gz,tar,intc-0.1.0/setup.py,1303,ast,2,2,os; setuptools
intelli-0.4.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intelli-0.4.2.tar.gz,tar,intelli-0.4.2/setup.py,872,ast,1,1,setuptools
intelli-0.4.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intelli-0.4.6.tar.gz,tar,intelli-0.4.6/setup.py,870,ast,1,1,setuptools
intellibitz-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intellibitz-0.0.1.tar.gz,tar,intellibitz-0.0.1/setup.py,1085,ast,1,1,setuptools
IntelliMaint-0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\IntelliMaint-0.9.tar.gz,tar,IntelliMaint-0.9/setup.py,999,ast,1,1,setuptools
intellino-0.0.1.dev9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intellino-0.0.1.dev9.tar.gz,tar,intellino-0.0.1.dev9/setup.py,2321,ast,6,6,__builtin__; builtins; intellino; io; os; setuptools
intellipush-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intellipush-0.2.0.tar.gz,tar,intellipush-0.2.0/setup.py,650,ast,1,1,setuptools
intellisys-0.1.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intellisys-0.1.8.tar.gz,tar,intellisys-0.1.8/setup.py,803,ast,1,1,setuptools
intelurls-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intelurls-0.0.5.tar.gz,tar,intelurls-0.0.5/setup.py,1109,ast,2,2,os; setuptools
intelxpy-5.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intelxpy-5.0.0.tar.gz,tar,intelxpy-5.0.0/setup.py,2535,ast,3,3,os; pathlib; setuptools
intent-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intent-0.0.4.tar.gz,tar,intent-0.0.4/setup.py,1412,ast,1,1,setuptools
inter-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\inter-0.1.5.tar.gz,tar,inter-0.1.5/setup.py,1451,ast,2,2,os; setuptools
interads-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\interads-0.2.tar.gz,tar,interads-0.2/setup.py,564,ast,1,1,setuptools
intergrid-2020.2.20,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intergrid-2020.2.20.tar.gz,tar,intergrid-2020.2.20/setup.py,260,ast,1,1,setuptools
interlib-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\interlib-0.0.1.tar.gz,tar,interlib-0.0.1/setup.py,725,ast,1,1,setuptools
interprog-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\interprog-0.2.0.tar.gz,tar,interprog-0.2.0/setup.py,1958,ast,1,1,setuptools
intinfo-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intinfo-0.1.tar.gz,tar,intinfo-0.1/setup.py,538,ast,1,2,setuptools
intinput-1.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intinput-1.3.0.tar.gz,tar,intinput-1.3.0/setup.py,687,ast,2,2,os; setuptools
intperm-1.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intperm-1.1.1.tar.gz,tar,intperm-1.1.1/setup.py,1274,ast,1,1,setuptools
IntPy-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\IntPy-0.1.3.zip,zip,IntPy-0.1.3/setup.py,3018,ast,1,2,distutils
intset-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intset-1.0.0.tar.gz,tar,intset-1.0.0/setup.py,1952,ast,2,2,os; setuptools
intstr-0.12,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intstr-0.12.tar.gz,tar,intstr-0.12/setup.py,732,ast,1,1,setuptools
intype-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\intype-0.0.3.tar.gz,tar,intype-0.0.3/setup.py,683,ast,1,1,setuptools
invidia-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\invidia-0.3.tar.gz,tar,invidia-0.3/setup.py,310,ast,1,1,setuptools
invirtualenv-21.6.718895,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\invirtualenv-21.6.718895.tar.gz,tar,invirtualenv-21.6.718895/setup.py,885,ast,3,3,json; os; setuptools
invoke-2.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\invoke-2.2.0.tar.gz,tar,invoke-2.2.0/setup.py,2711,ast,1,1,setuptools
iobio-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iobio-0.1.0.tar.gz,tar,iobio-0.1.0/setup.py,875,ast,3,3,codecs; os; setuptools
iosxe-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iosxe-0.3.tar.gz,tar,iosxe-0.3/setup.py,844,ast,1,1,setuptools
iotoolz-0.1.0rc9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iotoolz-0.1.0rc9.tar.gz,tar,iotoolz-0.1.0rc9/setup.py,11132,ast,1,1,setuptools
ip-utils-3.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ip-utils-3.1.3.tar.gz,tar,ip-utils-3.1.3/setup.py,779,ast,1,1,setuptools
ipaddress-1.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipaddress-1.0.9.tar.gz,tar,ipaddress-1.0.9/setup.py,1049,ast,2,2,distutils; setuptools
ipdbplugin-1.5.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipdbplugin-1.5.0.tar.gz,tar,ipdbplugin-1.5.0/setup.py,1738,ast,1,1,setuptools
ipfcolor-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipfcolor-0.3.tar.gz,tar,ipfcolor-0.3/setup.py,381,ast,1,1,setuptools
ipfslib-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipfslib-0.1.5.tar.gz,tar,ipfslib-0.1.5/setup.py,758,ast,3,3,codecs; os; setuptools
iphack-1.4.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iphack-1.4.7.tar.gz,tar,iphack-1.4.7/setup.py,2334,ast,1,1,setuptools
iphone-checker-0.0.1.dev9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iphone-checker-0.0.1.dev9.tar.gz,tar,iphone-checker-0.0.1.dev9/setup.py,70,ast,1,1,setuptools
ipinfo-5.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipinfo-5.1.1.tar.gz,tar,ipinfo-5.1.1/setup.py,868,ast,2,2,ipinfo; setuptools
ipp_utils-1.0.0b6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipp_utils-1.0.0b6.tar.gz,tar,ipp_utils-1.0.0b6/setup.py,1026,ast,2,2,ipp_utils; setuptools
iproxy-0.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iproxy-0.0.0.tar.gz,tar,iproxy-0.0.0/setup.py,599,ast,1,1,setuptools
ipyhtmx-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipyhtmx-0.1.0.tar.gz,tar,ipyhtmx-0.1.0/setup.py,897,ast,3,3,jupyter_packaging; pathlib; setuptools
ipyparams-0.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipyparams-0.2.1.tar.gz,tar,ipyparams-0.2.1/setup.py,972,ast,2,2,os; setuptools
ipython-8.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipython-8.9.0.tar.gz,tar,ipython-8.9.0/IPython/testing/plugin/setup.py,539,ast,1,1,setuptools
ipython-8.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipython-8.9.0.tar.gz,tar,ipython-8.9.0/setup.py,5179,ast,5,7,os; pip; setupbase; setuptools; sys
ipython-beautifulsoup-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipython-beautifulsoup-0.3.tar.gz,tar,ipython-beautifulsoup-0.3/setup.py,1842,ast,2,2,os; setuptools
ipython-mongo-0.3.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipython-mongo-0.3.3.tar.gz,tar,ipython-mongo-0.3.3/setup.py,1542,ast,4,4,distutils; os; setuptools; sys
ipytone-0.5.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipytone-0.5.1.tar.gz,tar,ipytone-0.5.1/setup.py,92,ast,0,0,
ipywidgets-8.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ipywidgets-8.1.5.tar.gz,tar,ipywidgets-8.1.5/setup.py,235,ast,1,1,setuptools
ireland-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ireland-1.0.1.tar.gz,tar,ireland-1.0.1/setup.py,1185,ast,1,1,setuptools
ironic-9.1.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ironic-9.1.7.tar.gz,tar,ironic-9.1.7/setup.py,1030,ast,2,2,multiprocessing; setuptools
ironic-staging-drivers-0.9.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ironic-staging-drivers-0.9.1.tar.gz,tar,ironic-staging-drivers-0.9.1/setup.py,1030,ast,2,2,multiprocessing; setuptools
isatools-0.9.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\isatools-0.9.5.tar.gz,tar,isatools-0.9.5/setup.py,2157,ast,1,1,setuptools
isfilled-0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\isfilled-0.5.tar.gz,tar,isfilled-0.5/setup.py,957,ast,4,5,os; setuptools; subprocess; sys
ishell-0.1.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ishell-0.1.8.tar.gz,tar,ishell-0.1.8/setup.py,1121,ast,2,2,setuptools; sys
isodate-0.6.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\isodate-0.6.1.tar.gz,tar,isodate-0.6.1/setup.py,3400,ast,2,2,os; setuptools
isoduration-20.11.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\isoduration-20.11.0.tar.gz,tar,isoduration-20.11.0/setup.py,1429,ast,1,1,setuptools
isort-5.13.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\isort-5.13.2.tar.gz,tar,isort-5.13.2/setup.py,11925,ast,1,1,setuptools
istrings-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\istrings-0.0.2.tar.gz,tar,istrings-0.0.2/setup.py,690,ast,1,1,setuptools
itanicpackagegna-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\itanicpackagegna-0.0.4.tar.gz,tar,itanicpackagegna-0.0.4/setup.py,1046,ast,3,3,codecs; os; setuptools
itertoolz-0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\itertoolz-0.5.tar.gz,tar,itertoolz-0.5/setup.py,419,ast,2,2,os; setuptools
iTesting-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\iTesting-1.0.1.tar.gz,tar,iTesting-1.0.1/setup.py,1301,ast,1,1,setuptools
itpminer-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\itpminer-0.0.9.tar.gz,tar,itpminer-0.0.9/setup.py,1747,ast,3,3,io; os; setuptools
j-ython-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\j-ython-0.0.1.tar.gz,tar,j-ython-0.0.1/setup.py,1081,ast,1,1,setuptools
j_test-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\j_test-1.0.2.tar.gz,tar,j_test-1.0.2/setup.py,8837,ast,3,3,io; os; setuptools
ja3-1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\ja3-1.0.tar.gz,tar,ja3-1.0/setup.py,310,ast,1,1,setuptools
janggu-0.9.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\janggu-0.9.9.tar.gz,tar,janggu-0.9.9/setup.py,2731,ast,6,11,__future__; glob; io; os; re; setuptools
jaqpotpy-6.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jaqpotpy-6.2.1.tar.gz,tar,jaqpotpy-6.2.1/setup.py,1513,ast,3,3,codecs; os; setuptools
jason-0.1.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jason-0.1.7.tar.gz,tar,jason-0.1.7/setup.py,550,ast,2,2,distutils; setuptools
jax_cfd-0.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jax_cfd-0.2.1.tar.gz,tar,jax_cfd-0.2.1/setup.py,1421,ast,1,1,setuptools
jedi-0.19.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jedi-0.19.1.tar.gz,tar,jedi-0.19.1/setup.py,4026,ast,2,3,os; setuptools
jedi-0.19.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jedi-0.19.1.tar.gz,tar,jedi-0.19.1/test/examples/init_extension_module/setup.py,250,ast,1,1,distutils
jellyfin-mpv-shim-2.8.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jellyfin-mpv-shim-2.8.0.tar.gz,tar,jellyfin-mpv-shim-2.8.0/setup.py,2162,ast,3,3,os; setuptools; sys
jesus-1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jesus-1.0.tar.gz,tar,jesus-1.0/setup.py,366,ast,1,1,distutils
jetkiller-1.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jetkiller-1.1.0.tar.gz,tar,jetkiller-1.1.0/setup.py,683,ast,1,1,setuptools
jimplejson-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jimplejson-1.0.0.tar.gz,tar,jimplejson-1.0.0/setup.py,4297,ast,6,9,__future__; distutils; os; setuptools; subprocess; sys
jmespath-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jmespath-1.0.1.tar.gz,tar,jmespath-1.0.1/setup.py,1173,ast,2,2,io; setuptools
jndi_deobfuscate-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jndi_deobfuscate-0.0.2.tar.gz,tar,jndi_deobfuscate-0.0.2/setup.py,5388,ast,1,1,setuptools
joblib-1.4.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\joblib-1.4.2.tar.gz,tar,joblib-1.4.2/joblib/test/_openmp_test_helper/setup.py,749,ast,4,5,Cython; distutils; os; sys
joblib-1.4.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\joblib-1.4.2.tar.gz,tar,joblib-1.4.2/setup.py,92,ast,1,1,setuptools
johnbucmoore_package-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\johnbucmoore_package-0.1.tar.gz,tar,johnbucmoore_package-0.1/setup.py,278,ast,1,1,setuptools
joker_test-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\joker_test-0.1.1.tar.gz,tar,joker_test-0.1.1/setup.py,456,ast,1,1,setuptools
jrl-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jrl-0.0.9.tar.gz,tar,jrl-0.0.9/setup.py,2288,ast,3,3,os; pathlib; setuptools
js.ngupload-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\js.ngupload-0.3.0.tar.gz,tar,js.ngupload-0.3.0/setup.py,1528,ast,2,3,os; setuptools
jsdhgsdysdhggds-1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jsdhgsdysdhggds-1.1.tar.gz,tar,jsdhgsdysdhggds-1.1/setup.py,833,ast,2,2,pypandoc; setuptools
json-formatter-0.1.0-alpha-20141128-1014-94cc025,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\json-formatter-0.1.0-alpha-20141128-1014-94cc025.tar.gz,tar,json-formatter-0.1.0-alpha-20141128-1014-94cc025/setup.py,981,ast,2,2,setuptools; sys
json-replacer-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\json-replacer-1.0.1.tar.gz,tar,json-replacer-1.0.1/setup.py,1050,ast,1,1,setuptools
jsonpatch-1.33,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jsonpatch-1.33.tar.gz,tar,jsonpatch-1.33/setup.py,2822,ast,5,5,distutils; io; pypandoc; re; setuptools
jsonpath-ng-1.6.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jsonpath-ng-1.6.1.tar.gz,tar,jsonpath-ng-1.6.1/setup.py,1336,ast,2,2,io; setuptools
jsonpointer-3.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jsonpointer-3.0.0.tar.gz,tar,jsonpointer-3.0.0/setup.py,1940,ast,4,4,io; os; re; setuptools
jsonpull-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jsonpull-0.1.0.tar.gz,tar,jsonpull-0.1.0/setup.py,336,ast,1,1,setuptools
judyb-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\judyb-0.0.4.tar.gz,tar,judyb-0.0.4/setup.py,1147,ast,1,1,setuptools
junk-dbt-3.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\junk-dbt-3.0.6.tar.gz,tar,junk-dbt-3.0.6/setup.py,378,ast,2,2,setuptools; sys
junkdraw-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\junkdraw-0.1.0.tar.gz,tar,junkdraw-0.1.0/setup.py,1312,ast,1,1,setuptools
junker-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\junker-0.2.0.tar.gz,tar,junker-0.2.0/setup.py,4001,ast,3,3,codecs; os; setuptools
jupyter-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter-1.0.0.zip,zip,jupyter-1.0.0/setup.py,1672,ast,5,5,__future__; distutils; os; setuptools; sys
jupyter-analysis-extension-1.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter-analysis-extension-1.1.5.tar.gz,tar,jupyter-analysis-extension-1.1.5/setup.py,1236,ast,1,1,setuptools
jupyter-lsp-2.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter-lsp-2.2.5.tar.gz,tar,jupyter-lsp-2.2.5/setup.py,33,ast,0,0,
jupyter-openbis-extension-0.6.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter-openbis-extension-0.6.0.tar.gz,tar,jupyter-openbis-extension-0.6.0/setup.py,6747,ast,2,2,setuptools; sys
jupyter-pytest-2-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter-pytest-2-1.0.1.tar.gz,tar,jupyter-pytest-2-1.0.1/setup.py,1376,ast,1,1,setuptools
jupyter_ra_extension-0.1.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter_ra_extension-0.1.8.tar.gz,tar,jupyter_ra_extension-0.1.8/setup.py,33,ast,0,0,
jupyter_server-2.14.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyter_server-2.14.2.tar.gz,tar,jupyter_server-2.14.2/examples/simple/setup.py,92,ast,0,0,
jupyterlab-4.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab-4.2.5.tar.gz,tar,jupyterlab-4.2.5/jupyterlab/tests/mock_packages/extension/setup.py,378,ast,3,3,json; os; setuptools
jupyterlab-4.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab-4.2.5.tar.gz,tar,jupyterlab-4.2.5/jupyterlab/tests/mock_packages/interop/consumer/setup.py,634,ast,4,4,glob; json; os; setuptools
jupyterlab-4.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab-4.2.5.tar.gz,tar,jupyterlab-4.2.5/jupyterlab/tests/mock_packages/interop/provider/setup.py,634,ast,4,4,glob; json; os; setuptools
jupyterlab-4.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab-4.2.5.tar.gz,tar,jupyterlab-4.2.5/jupyterlab/tests/mock_packages/test-hyphens/setup.py,950,ast,3,3,jupyter_packaging; os; setuptools
jupyterlab-4.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab-4.2.5.tar.gz,tar,jupyterlab-4.2.5/jupyterlab/tests/mock_packages/test-hyphens-underscore/setup.py,983,ast,3,3,jupyter_packaging; os; setuptools
jupyterlab-4.2.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab-4.2.5.tar.gz,tar,jupyterlab-4.2.5/jupyterlab/tests/mock_packages/test_no_hyphens/setup.py,909,ast,3,3,jupyter_packaging; os; setuptools
jupyterlab_atp_extension-1.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab_atp_extension-1.0.3.tar.gz,tar,jupyterlab_atp_extension-1.0.3/setup.py,33,ast,0,0,
jupyterlab_pygments-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab_pygments-0.3.0.tar.gz,tar,jupyterlab_pygments-0.3.0/setup.py,33,ast,0,0,
jupyterlab_server-2.27.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab_server-2.27.3.tar.gz,tar,jupyterlab_server-2.27.3/tests/translations/jupyterlab-language-pack-es_CO/setup.py,412,ast,1,1,setuptools
jupyterlab_server-2.27.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab_server-2.27.3.tar.gz,tar,jupyterlab_server-2.27.3/tests/translations/jupyterlab-some-package/setup.py,366,ast,1,1,setuptools
jupyterlab_widgets-3.0.13,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jupyterlab_widgets-3.0.13.tar.gz,tar,jupyterlab_widgets-3.0.13/setup.py,907,ast,3,3,jupyter_packaging; pathlib; setuptools
jyl_selenium-4.8.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jyl_selenium-4.8.1.tar.gz,tar,jyl_selenium-4.8.1/setup.py,3437,ast,3,4,distutils; os; setuptools
jylab-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jylab-0.0.3.tar.gz,tar,jylab-0.0.3/setup.py,946,ast,2,2,os; setuptools
jyro-0.3.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\jyro-0.3.2.zip,zip,jyro-0.3.2/setup.py,1023,ast,4,4,distutils; io; setuptools; sys
kaalka-1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kaalka-1.0.tar.gz,tar,kaalka-1.0/setup.py,437,ast,1,1,setuptools
kafka-python-2.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kafka-python-2.0.2.tar.gz,tar,kafka-python-2.0.2/setup.py,1829,ast,4,4,os; setuptools; sys; tox
kafka-python-dataclasses-2022.4.22.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kafka-python-dataclasses-2022.4.22.3.tar.gz,tar,kafka-python-dataclasses-2022.4.22.3/setup.py,721,ast,1,1,setuptools
kahless-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kahless-0.1.tar.gz,tar,kahless-0.1/setup.py,808,ast,1,1,setuptools
kamodo_ccmc-23.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kamodo_ccmc-23.3.1.tar.gz,tar,kamodo_ccmc-23.3.1/setup.py,37,ast,1,1,setuptools
kanirequests-0.1.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kanirequests-0.1.4.tar.gz,tar,kanirequests-0.1.4/setup.py,870,ast,1,1,setuptools
kanpy-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kanpy-0.1.1.tar.gz,tar,kanpy-0.1.1/setup.py,358,ast,1,1,distutils
kars-0.0.0.9000,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kars-0.0.0.9000.tar.gz,tar,kars-0.0.0.9000/setup.py,829,ast,1,1,setuptools
kathra-core-model-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\kathra-core-model-1.0.1.tar.gz,tar,kathra-core-model-1.0.1/setup.py,1640,ast,1,1,setuptools
