package_id,archive,archive_type,setup_member,setup_size_bytes,parser,unique_import_count,total_import_occurrences,imports
python-commonkit-1.9.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-commonkit-1.9.2.tar.gz,tar,python-commonkit-1.9.2/setup.py,2890,ast,1,1,setuptools
python-consul2-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-consul2-0.1.5.tar.gz,tar,python-consul2-0.1.5/setup.py,2295,ast,6,8,glob; os; pytest; re; setuptools; sys
python-controlchart-0.2.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-controlchart-0.2.0.tar.gz,tar,python-controlchart-0.2.0/setup.py,1471,ast,1,1,setuptools
python-core-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-core-0.1.2.tar.gz,tar,python-core-0.1.2/setup.py,3827,ast,1,1,setuptools
python-cryptobox-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-cryptobox-0.1.1.tar.gz,tar,python-cryptobox-0.1.1/setup.py,4115,ast,5,5,io; os; setuptools; shutil; sys
python-cryptochart-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-cryptochart-0.0.2.tar.gz,tar,python-cryptochart-0.0.2/setup.py,1503,ast,3,3,distutils; os; setuptools
python-dateutil-2.9.0.post0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-dateutil-2.9.0.post0.tar.gz,tar,python-dateutil-2.9.0.post0/setup.py,1375,ast,6,9,distutils; io; os; setuptools; sys; warnings
python-dotenv-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-dotenv-1.0.1.tar.gz,tar,python-dotenv-1.0.1/setup.py,2010,ast,1,1,setuptools
Python-DRL-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\Python-DRL-1.0.1.tar.gz,tar,Python-DRL-1.0.1/setup.py,938,ast,1,1,setuptools
python-flare-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-flare-0.0.1.tar.gz,tar,python-flare-0.0.1/setup.py,675,ast,1,1,setuptools
python-fontbro-0.9.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-fontbro-0.9.1.tar.gz,tar,python-fontbro-0.9.1/setup.py,2928,ast,2,2,os; setuptools
python-ftx-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-ftx-0.1.2.tar.gz,tar,python-ftx-0.1.2/setup.py,629,ast,3,3,__future__; setuptools; sys
python-gflags-3.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-gflags-3.1.2.tar.gz,tar,python-gflags-3.1.2/setup.py,2445,ast,1,1,distutils
python-graylog-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-graylog-0.3.0.tar.gz,tar,python-graylog-0.3.0/setup.py,3341,ast,8,9,codecs; os; pylint; pytest; re; setuptools; shlex; sys
python-hydra-1.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-hydra-1.3.1.tar.gz,tar,python-hydra-1.3.1/setup.py,840,ast,2,2,pathlib; setuptools
python-ibc-0.2.0a1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-ibc-0.2.0a1.tar.gz,tar,python-ibc-0.2.0a1/setup.py,1878,ast,3,3,distutils; setuptools; sys
python-install-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-install-0.0.3.tar.gz,tar,python-install-0.0.3/setup.py,62,ast,1,1,setuptools
python-json-logger-2.0.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-json-logger-2.0.7.tar.gz,tar,python-json-logger-2.0.7/setup.py,1570,ast,2,2,os; setuptools
python-migrate-tool-0.7.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-migrate-tool-0.7.4.tar.gz,tar,python-migrate-tool-0.7.4/setup.py,1364,ast,1,1,setuptools
python-nmap-0.7.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-nmap-0.7.1.tar.gz,tar,python-nmap-0.7.1/setup.py,2295,ast,4,4,codecs; distutils; nmap; os
python-openetl-1.4.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-openetl-1.4.1.tar.gz,tar,python-openetl-1.4.1/setup.py,604,ast,1,1,setuptools
python-otr-1.2.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-otr-1.2.2.tar.gz,tar,python-otr-1.2.2/setup.py,1653,ast,2,2,distutils; os
python-paypal-api-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-paypal-api-0.1.2.tar.gz,tar,python-paypal-api-0.1.2/setup.py,1908,ast,4,4,os; pathlib; setuptools; sys
python-randomword-1.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-randomword-1.0.3.tar.gz,tar,python-randomword-1.0.3/setup.py,398,ast,1,1,setuptools
python-rs-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-rs-0.1.0.tar.gz,tar,python-rs-0.1.0/setup.py,1703,ast,3,3,io; re; setuptools
python-slugify-8.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-slugify-8.0.4.tar.gz,tar,python-slugify-8.0.4/setup.py,2592,ast,5,5,codecs; os; setuptools; shutil; sys
python-sqlite-cache-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-sqlite-cache-0.0.2.tar.gz,tar,python-sqlite-cache-0.0.2/setup.py,1108,ast,3,3,setuptools; sqlite_cache; sys
python-stingray-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-stingray-0.1.1.tar.gz,tar,python-stingray-0.1.1/setup.py,1731,ast,4,4,os; setuptools; stingray; sys
python-streamtools-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-streamtools-0.1.1.tar.gz,tar,python-streamtools-0.1.1/setup.py,980,ast,1,1,setuptools
python-supporter-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-supporter-0.0.9.tar.gz,tar,python-supporter-0.0.9/setup.py,600,ast,2,2,os; setuptools
python-svlog-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-svlog-0.1.0.tar.gz,tar,python-svlog-0.1.0/setup.py,3433,ast,4,5,codecs; fnmatch; os; setuptools
python-telegram-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-telegram-0.9.0.tar.gz,tar,python-telegram-0.9.0/setup.py,781,ast,3,3,distutils; os; re
python-telegram-payment-bot-11.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-telegram-payment-bot-11.1.2.tar.gz,tar,python-telegram-payment-bot-11.1.2/setup.py,2121,ast,3,3,codecs; os; setuptools
python-timetools-1.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-timetools-1.0.3.tar.gz,tar,python-timetools-1.0.3/setup.py,794,ast,1,1,setuptools
python-ultramemcached-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-ultramemcached-0.0.4.tar.gz,tar,python-ultramemcached-0.0.4/setup.py,906,ast,1,1,setuptools
python-utils-3.8.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-utils-3.8.2.tar.gz,tar,python-utils-3.8.2/setup.py,1603,ast,3,3,os; setuptools; typing
python-wrapper-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-wrapper-0.1.0.tar.gz,tar,python-wrapper-0.1.0/setup.py,2237,ast,5,5,codecs; os; python_wrapper; setuptools; subprocess
python-xlib-0.33,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python-xlib-0.33.tar.gz,tar,python-xlib-0.33/setup.py,637,ast,2,2,pkg_resources; setuptools
python2C-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python2C-0.0.1.tar.gz,tar,python2C-0.0.1/setup.py,184,ast,1,1,setuptools
python3-fanart-2.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3-fanart-2.0.0.tar.gz,tar,python3-fanart-2.0.0/setup.py,1124,ast,3,3,os; setuptools; sys
python3-utils-0.4.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3-utils-0.4.0.tar.gz,tar,python3-utils-0.4.0/setup.py,1840,ast,3,3,multiprocessing; re; setuptools
python3-xid-1.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python3-xid-1.0.5.tar.gz,tar,python3-xid-1.0.5/setup.py,595,ast,2,2,os; setuptools
python_1inch-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_1inch-0.0.2.tar.gz,tar,python_1inch-0.0.2/setup.py,899,ast,1,1,setuptools
python_cyber-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_cyber-0.0.5.tar.gz,tar,python_cyber-0.0.5/setup.py,1938,ast,1,1,setuptools
python_ftp_server-1.3.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_ftp_server-1.3.9.tar.gz,tar,python_ftp_server-1.3.9/setup.py,37,ast,1,1,setuptools
python_lib-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_lib-0.1.0.tar.gz,tar,python_lib-0.1.0/setup.py,3808,ast,5,5,io; os; setuptools; shutil; sys
python_runtime-24.3.27,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_runtime-24.3.27.tar.gz,tar,python_runtime-24.3.27/setup.py,465,ast,1,1,setuptools
python_splitter-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_splitter-0.0.3.tar.gz,tar,python_splitter-0.0.3/setup.py,796,ast,1,1,setuptools
python_ufile-1.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\python_ufile-1.0.9.tar.gz,tar,python_ufile-1.0.9/setup.py,50,ast,1,1,setuptools
pythonav-0.1.0a1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonav-0.1.0a1.tar.gz,tar,pythonav-0.1.0a1/setup.py,7160,ast,10,11,Cython; argparse; os; pathlib; platform; re; setuptools; shlex; subprocess; sys
pythoncn-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythoncn-0.1.0.tar.gz,tar,pythoncn-0.1.0/setup.py,1093,ast,2,3,os; setuptools
pythoncoin-2.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythoncoin-2.0.3.tar.gz,tar,pythoncoin-2.0.3/setup.py,2072,ast,2,2,pathlib; setuptools
PythonColorize-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonColorize-0.2.tar.gz,tar,PythonColorize-0.2/setup.py,2102,ast,1,1,distutils
PythonColouring-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonColouring-0.1.tar.gz,tar,PythonColouring-0.1/PythonColouring/setup.py,867,ast,1,1,setuptools
pythoncolouringsmodsV2-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythoncolouringsmodsV2-1.0.2.tar.gz,tar,pythoncolouringsmodsV2-1.0.2/setup.py,563,ast,1,1,setuptools
PythonCrypto-1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonCrypto-1.1.tar.gz,tar,PythonCrypto-1.1/setup.py,941,ast,1,1,setuptools
pythongram-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythongram-0.1.0.tar.gz,tar,pythongram-0.1.0/setup.py,856,ast,1,1,setuptools
pythonproject-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonproject-1.0.0.tar.gz,tar,pythonproject-1.0.0/setup.py,525,ast,2,2,distutils; os
pythons-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythons-0.1.1.tar.gz,tar,pythons-0.1.1/setup.py,1553,ast,1,1,setuptools
pythonscriptoperations-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythonscriptoperations-0.1.1.tar.gz,tar,pythonscriptoperations-0.1.1/setup.py,952,ast,1,1,setuptools
pythontemplatepackage-0.0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythontemplatepackage-0.0.6.tar.gz,tar,pythontemplatepackage-0.0.6/setup.py,925,ast,1,1,setuptools
PythonTsa-1.4.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythonTsa-1.4.8.tar.gz,tar,PythonTsa-1.4.8/setup.py,848,ast,1,1,setuptools
pythools-0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythools-0.2.tar.gz,tar,pythools-0.2/setup.py,4925,ast,6,6,codecs; distutils; fnmatch; os; setuptools; sys
pythttp-0.2.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythttp-0.2.1.tar.gz,tar,pythttp-0.2.1/setup.py,634,ast,1,1,setuptools
PythU-0.1.dev0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PythU-0.1.dev0.tar.gz,tar,PythU-0.1.dev0/setup.py,191,ast,1,1,distutils
pythub-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pythub-0.1.2.tar.gz,tar,pythub-0.1.2/pythub/setup.py,809,ast,1,1,setuptools
PyTic-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PyTic-0.0.4.tar.gz,tar,PyTic-0.0.4/setup.py,1081,ast,2,3,setuptools; subprocess
pytidylib-0.3.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytidylib-0.3.2.tar.gz,tar,pytidylib-0.3.2/setup.py,3727,ast,1,1,distutils
pytigon-0.240722,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytigon-0.240722.tar.gz,tar,pytigon-0.240722/pytigon/prj/schpytigondemo/interfaces/applib/setuptools_add/setup.py,387,ast,1,2,setuptools
pytigon-0.240722,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytigon-0.240722.tar.gz,tar,pytigon-0.240722/setup.py,2629,ast,2,2,os; setuptools
pytiles-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytiles-0.0.3.tar.gz,tar,pytiles-0.0.3/setup.py,634,ast,2,2,distutils; setuptools
pytilesrv-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytilesrv-0.1.tar.gz,tar,pytilesrv-0.1/setup.py,822,ast,1,1,setuptools
pytio-0.3.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytio-0.3.1.tar.gz,tar,pytio-0.3.1/setup.py,1747,ast,2,2,pytio; setuptools
pytion-1.3.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytion-1.3.5.tar.gz,tar,pytion-1.3.5/setup.py,1131,ast,1,1,setuptools
pytire-0.4.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytire-0.4.1.tar.gz,tar,pytire-0.4.1/setup.py,2086,ast,1,1,setuptools
pytitler-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytitler-1.0.2.tar.gz,tar,pytitler-1.0.2/setup.py,1033,ast,3,3,codecs; os; setuptools
pytl-0.2.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytl-0.2.4.tar.gz,tar,pytl-0.2.4/setup.py,1307,ast,2,2,os; setuptools
pytn-1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytn-1.2.tar.gz,tar,pytn-1.2/setup.py,1009,ast,3,3,filemod; pytn; setuptools
pytoc-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoc-0.0.3.tar.gz,tar,pytoc-0.0.3/setup.py,696,ast,1,1,setuptools
pytohm-0.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytohm-0.6.tar.gz,tar,pytohm-0.6/setup.py,1138,ast,2,2,distutils; setuptools
pytoil-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoil-0.9.0.tar.gz,tar,pytoil-0.9.0/setup.py,4580,ast,1,1,setuptools
pytojs-0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytojs-0.1.tar.gz,tar,pytojs-0.1/setup.py,1377,ast,2,2,distutils; setuptools
pytoloka-0.1.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoloka-0.1.0.tar.gz,tar,pytoloka-0.1.0/setup.py,531,ast,1,1,setuptools
pytonlib-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytonlib-0.0.9.tar.gz,tar,pytonlib-0.0.9/setup.py,1366,ast,2,3,os; setuptools
pytoolbelt_cli-0.6.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoolbelt_cli-0.6.0.tar.gz,tar,pytoolbelt_cli-0.6.0/setup.py,198,ast,1,1,setuptools
pytoolkitpro-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoolkitpro-0.0.3.tar.gz,tar,pytoolkitpro-0.0.3/setup.py,3583,ast,5,5,io; os; setuptools; shutil; sys
pytools-command-0.9.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytools-command-0.9.0.tar.gz,tar,pytools-command-0.9.0/setup.py,1230,ast,3,3,codecs; os; setuptools
pytoon-1.4.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytoon-1.4.2.tar.gz,tar,pytoon-1.4.2/setup.py,1137,ast,2,2,pathlib; setuptools
pytor-0.1.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytor-0.1.9.tar.gz,tar,pytor-0.1.9/setup.py,804,ast,1,1,setuptools
pytorch-1.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch-1.0.2.tar.gz,tar,pytorch-1.0.2/setup.py,558,ast,3,3,distutils; sys; webbrowser
pytorch-land-0.1.6,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch-land-0.1.6.tar.gz,tar,pytorch-land-0.1.6/setup.py,513,ast,2,2,pathlib; setuptools
pytorch-perf-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorch-perf-0.0.3.tar.gz,tar,pytorch-perf-0.0.3/setup.py,1671,ast,3,3,pathlib; re; setuptools
pytorchbp-0.0.8,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorchbp-0.0.8.tar.gz,tar,pytorchbp-0.0.8/setup.py,612,ast,2,3,os; setuptools
pytorchcv-0.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorchcv-0.0.9.tar.gz,tar,pytorchcv-0.0.9/setup.py,1158,ast,3,3,io; os; setuptools
pytorm-0.1.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorm-0.1.1.tar.gz,tar,pytorm-0.1.1/setup.py,1131,ast,1,1,setuptools
pytorus-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytorus-0.0.3.tar.gz,tar,pytorus-0.0.3/setup.py,1896,ast,2,2,pathlib; setuptools
PyToxme-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\PyToxme-0.0.2.tar.gz,tar,PyToxme-0.0.2/setup.py,1899,ast,4,7,glob; os; setuptools; shutil
pytprot-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytprot-1.0.1.tar.gz,tar,pytprot-1.0.1/setup.py,815,ast,2,2,distutils; setuptools
pytrace-0.2.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrace-0.2.4.tar.gz,tar,pytrace-0.2.4/setup.py,1962,ast,2,2,distutils; setuptools
pytracertool-2.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytracertool-2.0.4.tar.gz,tar,pytracertool-2.0.4/setup.py,877,ast,1,1,setuptools
pytrademonster-0.11,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrademonster-0.11.tar.gz,tar,pytrademonster-0.11/setup.py,474,ast,1,1,setuptools
pytrait-0.0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrait-0.0.3.tar.gz,tar,pytrait-0.0.3/setup.py,1089,ast,1,1,setuptools
pytranscode-0.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytranscode-0.0.0.tar.gz,tar,pytranscode-0.0.0/setup.py,137,ast,1,1,setuptools
pytro-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytro-0.1.2.tar.gz,tar,pytro-0.1.2/setup.py,333,ast,1,1,setuptools
pytron-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytron-0.3.tar.gz,tar,pytron-0.3/setup.py,1329,ast,4,4,Cython; glob; numpy; setuptools
pytrovich-0.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytrovich-0.0.4.tar.gz,tar,pytrovich-0.0.4/setup.py,969,ast,2,2,distutils; setuptools
pytsp-0.2.7,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytsp-0.2.7.tar.gz,tar,pytsp-0.2.7/setup.py,1386,ast,1,1,setuptools
pyttrading-1.0.9,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyttrading-1.0.9.tar.gz,tar,pyttrading-1.0.9/setup.py,901,ast,1,1,setuptools
pyttsx3-2.91,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyttsx3-2.91.tar.gz,tar,pyttsx3-2.91/setup.py,1786,ast,2,2,platform; setuptools
pyttt-0.5.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyttt-0.5.4.tar.gz,tar,pyttt-0.5.4/setup.py,629,ast,1,1,setuptools
pytu-0.1.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytu-0.1.5.tar.gz,tar,pytu-0.1.5/setup.py,2041,ast,1,1,setuptools
pytun-1.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytun-1.0.1.tar.gz,tar,pytun-1.0.1/setup.py,984,ast,4,4,distutils; os; pytun; setuptools
pytunneling-0.0.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytunneling-0.0.2.tar.gz,tar,pytunneling-0.0.2/setup.py,1336,ast,2,2,pytunneling; setuptools
pyturn-0.2.4.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyturn-0.2.4.1.tar.gz,tar,pyturn-0.2.4.1/setup.py,635,ast,1,1,setuptools
pytuyapi-ipc-1.0.4,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytuyapi-ipc-1.0.4.tar.gz,tar,pytuyapi-ipc-1.0.4/setup.py,468,ast,2,2,os; setuptools
pytwoch-0.0.5,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytwoch-0.0.5.tar.gz,tar,pytwoch-0.0.5/setup.py,679,ast,1,1,setuptools
pytyler-0.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytyler-0.3.zip,zip,pytyler-0.3/setup.py,1141,ast,1,1,setuptools
pytyper-0.1.3,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytyper-0.1.3.tar.gz,tar,pytyper-0.1.3/setup.py,811,ast,1,1,setuptools
pytyping-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytyping-0.0.1.tar.gz,tar,pytyping-0.0.1/setup.py,968,ast,1,1,setuptools
pytypo-0.3.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytypo-0.3.0.tar.gz,tar,pytypo-0.3.0/setup.py,1642,ast,4,4,codecs; os; re; setuptools
pytz-2024.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytz-2024.2.tar.gz,tar,pytz-2024.2/setup.py,2455,ast,4,5,distutils; os; pytz; setuptools
pytzdata-2020.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pytzdata-2020.1.tar.gz,tar,pytzdata-2020.1/setup.py,2817,ast,1,1,setuptools
pyu-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyu-0.0.1.tar.gz,tar,pyu-0.0.1/setup.py,1535,ast,2,2,os; setuptools
pyudorandom-1.0.0,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyudorandom-1.0.0.tar.gz,tar,pyudorandom-1.0.0/setup.py,552,ast,3,3,distutils; pyudorandom; setuptools
pyultrasonic-0.1.2,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyultrasonic-0.1.2.tar.gz,tar,pyultrasonic-0.1.2/setup.py,1105,ast,3,3,pyultrasonic; setuptools; sys
pyuninstaller-0.0.1,D:\10. RQ1 DySec\Step 9 DownloadSelectedBenignPackages\Benign_Packages\pyuninstaller-0.0.1.tar.gz,tar,pyuninstaller-0.0.1/setup.py,1885,ast,1,1,setuptools
