Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9409350285313846,0.9860773480662983,0.8943676087392263,0.9379861257094808,0.9900571457205855
Validation,0.935077066791219,0.9823651452282157,0.8858746492048644,0.9316281357599606,0.9888413114502325
Test,0.9416160672582905,0.98659793814433,0.8952291861552854,0.9386954389406571,0.9901140345978247
