Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.8412253478826709,0.8304525150514663,0.8570855882942473,0.8435588873545077,0.9262671677690921
Validation,0.8164409154600654,0.8083941605839416,0.8288119738072965,0.8184757505773672,0.8892080756181674
Test,0.8066324147594582,0.8063610851262862,0.8063610851262862,0.8063610851262862,0.8925694260223671
