Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9506457102813094,0.9129316678912565,0.9961916215674483,0.952746094124413,0.9948346361996392
Validation,0.9518916394208314,0.913527397260274,0.9981290926099158,0.953956191327671,0.9942240970079445
Test,0.9458197104156936,0.9055319148936171,0.9953227315247896,0.948306595365419,0.993749825475057
