Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9106016618280108,0.9025157232704403,0.9204249348566848,0.9113823558598789,0.9749101022248947
Validation,0.8743577767398412,0.8780718336483931,0.8690364826941066,0.8735307945463094,0.9413456571213157
Test,0.8860345632881831,0.8822984244670992,0.8905519176800748,0.8864059590316573,0.93603966253857
