Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.9875863449794774,0.9945110794877008,0.9805572258969734,0.9874848607186112,0.9995764481860092
Validation,0.832788416627744,0.8537313432835821,0.8026192703461179,0.8273866923818707,0.9145787665973221
Test,0.8449322746380196,0.8764044943820225,0.8026192703461179,0.8378906250000001,0.9199475901595857
