Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.7513264591050155,0.6676033721397029,1.0,0.8006740491092923,0.8689509520946082
Validation,0.747781410555815,0.6643878185208204,1.0,0.7983569828230022,0.868294751685911
Test,0.7571228397944886,0.6727501573316551,1.0,0.8043641835966893,0.870875975594432
