Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.8970867954750226,0.926372443487621,0.8624974944878733,0.8932945816898484,0.9744454600120265
Validation,0.710415693601121,0.7274569402228976,0.6716557530402245,0.698443579766537,0.7667347604819681
Test,0.7169546940681925,0.7326633165829146,0.6819457436856876,0.7063953488372094,0.7631713974561244
