Dataset,Accuracy,Precision,Recall,F1-score,ROC AUC
Train,0.8175993592952248,0.8344244984160507,0.7919422730006013,0.8126285479226656,0.9038219282421327
Validation,0.8085007006071929,0.8214634146341463,0.7876520112254444,0.8042024832855779,0.8905056685701521
Test,0.8164409154600654,0.8407258064516129,0.7801683816651076,0.8093158660844251,0.8993135061362971
